Fecha,Departamento,Municipio,Latitud,Longitud,Dia,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
03/05/2017 12:00:00 AM,CASANARE,MONTERREY,,,Domingo,08:00:00 PM,BETHEL,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,85162000,MOTOCICLETA,AKT,AK 150,2013,NEGRO,1
03/05/2017 12:00:00 AM,CASANARE,PAZ DE ARIPORO,,,Domingo,10:33:00 PM,CORR.MONTA?AS DEL TOTUMO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,85250000,MOTOCICLETA,HONDA,CB 110,2012,VERDE,1
03/05/2017 12:00:00 AM,CAUCA,MERCADERES,,,Domingo,03:00:00 PM,VDA LA RECTA,RURAL,CARRETERA,LLAVE MAESTRA,A PIE,A PIE,44,MASCULINO,DIVORCIADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19450000,MOTOCICLETA,HONDA,CB 150,2014,NEGRO,1
03/05/2017 12:00:00 AM,CAUCA,MERCADERES,,,Domingo,03:00:00 AM,SAN FERNANDO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,ANALFABETA,19450000,MOTOCICLETA,AUTECO,BOXER CT,2010,AZUL,1
03/05/2017 12:00:00 AM,CAUCA,PUERTO TEJADA,,,Domingo,05:30:00 AM,VDA CASERIO PERICO NEGRO,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,53,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,19573000,MOTOCICLETA,HONDA,ECO DELUXE,2010,NEGRO,1
03/05/2017 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,,,Domingo,09:00:00 PM,MORALES DUQUE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19698000,MOTOCICLETA,SUZUKI,AX 100,1996,NEGRO,1
03/05/2017 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,,,Domingo,04:00:00 AM,VDA EL ARBOLITO CALOTE?O,RURAL,CARRETERA,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19698000,MOTOCICLETA,AUTECO,BOXER TEC,2008,NEGRO,1
03/05/2017 12:00:00 AM,CAUCA,TIMB?O,,,Domingo,04:00:00 AM,VDA EL BOQUERON,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO SALUD,TECNICO EMPRESARIAL,TECNICO,19807000,MOTOCICLETA,YAMAHA,FZR,2010,NEGRO,1
03/05/2017 12:00:00 AM,CESAR,AGUACHICA,,,Domingo,09:45:00 PM,VILLA CONTRI,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20011000,MOTOCICLETA,AUTECO,BOXER CT 100,2001,ROJO - BLANCO,1
03/05/2017 12:00:00 AM,CESAR,BOSCONIA,,,Domingo,02:00:00 AM,LOS ALMENDROS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20060000,MOTOCICLETA,HONDA,ECO 100,2017,NEGRO,1
03/05/2017 12:00:00 AM,CESAR,LA JAGUA DE IBIRICO,,,Domingo,05:40:00 AM,VEREDA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20400000,MOTOCICLETA,AUTECO,DISCOVER,2013,NEGRO,1
03/05/2017 12:00:00 AM,CESAR,VALLEDUPAR (CT),,,Domingo,03:00:00 AM,CANDELARIA SUR,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,26,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,MOTOCICLETA,SUZUKI,VIVA 115,2007,ROJO,1
03/05/2017 12:00:00 AM,CESAR,VALLEDUPAR (CT),,,Domingo,05:40:00 AM,ALTAGRACIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,45,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,20001000,MOTOCICLETA,HONDA,SPLENDOR,2016,ROJO,1
03/05/2017 12:00:00 AM,CHOCO,QUIBDO (CT),,,Domingo,08:00:00 PM,EL JARDIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,29,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27001000,MOTOCICLETA,AUTECO,PLATINO,2011,NEGRO GRAFITO,1
03/05/2017 12:00:00 AM,CHOCO,QUIBDO (CT),,,Domingo,09:30:00 PM,CRISTO REY,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27001000,MOTOCICLETA,AUTECO,PLATINO,2017,NEGRO GRAFITO,1
03/05/2017 12:00:00 AM,CORDOBA,MONTERIA (CT),,,Domingo,05:00:00 PM,SITIO AGUAS NEGRAS,RURAL,FRENTE A DISCOTECAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,23001000,MOTOCICLETA,AUTECO,BOXER,2016,NEGRO,1
03/05/2017 12:00:00 AM,CORDOBA,MONTERIA (CT),,,Domingo,04:30:00 PM,LA PRADERA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,23001000,MOTOCICLETA,AUTECO,BOXER,2017,AZUL,1
03/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Domingo,10:00:00 AM,PATIO BONITO I E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,-,SECUNDARIA,11001000,MOTOCICLETA,YAMAHA,RX 115,2006,VERDE,1
03/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Domingo,06:00:00 PM,BOCHICA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,MOTOCICLETA,AUTECO,PULSAR 220,2015,NEGRO,1
03/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Domingo,07:00:00 AM,FONTIBON CENTRO E-9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,MOTOCICLETA,AUTECO,PULSAR 180,2016,NEGRO,1
03/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Domingo,12:00:00 AM,ISLANDIA E-7,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,MOTOCICLETA,AKT,ATV,2016,ROJO,1
03/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Domingo,08:00:00 AM,AURES II E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,EMPLEADO POLICIAL,POLICIA,TECNICO,11001000,MOTOCICLETA,AUTECO,PULSAR 135,2012,NEGRO,1
03/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Domingo,10:30:00 AM,LUCERO BAJO E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,MOTOCICLETA,AUTECO,PULSAR 220 ,2013,NEGRO,1
03/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Domingo,06:50:00 PM,NUEVA GRANADA E-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,MOTOCICLETA,AUTECO,PULSAR 200 ,2017,ROJO,1
03/05/2017 12:00:00 AM,GUAJIRA,MAICAO,,,Domingo,01:40:00 AM,RANCHERIA,RURAL,RANCHERIA,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,44430000,MOTOCICLETA,AUTECO,BOXER,2010,NEGRO,1
03/05/2017 12:00:00 AM,GUAJIRA,MAICAO,,,Domingo,11:10:00 AM,SAN MARTIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,56,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,44430000,MOTOCICLETA,TVS,STAR ,2017,ROJO,1
03/05/2017 12:00:00 AM,GUAJIRA,MAICAO,,,Domingo,03:40:00 AM,TORRES DE MAJAYURA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,52,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,44430000,MOTOCICLETA,HONDA,ECO DELUXE,2006,NEGRO,1
03/05/2017 12:00:00 AM,GUAJIRA,RIOHACHA (CT),,,Domingo,05:00:00 PM,TRAMO DE VIA,RURAL,TRAMO DE VIA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,44001000,MOTOCICLETA,AUTECO,BOXER CT 100,2013,AZUL,1
03/05/2017 12:00:00 AM,GUAJIRA,SAN JUAN DEL CESAR,,,Domingo,06:00:00 PM,EL PRADO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,44650000,MOTOCICLETA,HONDA,SPLENDOR,2000,ROJO,1
03/05/2017 12:00:00 AM,HUILA,ALGECIRAS,,,Domingo,09:00:00 PM,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR MOTOCICLETA,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,41020000,MOTOCICLETA,YAMAHA,XTZ 125,2014,BLANCO,1
03/05/2017 12:00:00 AM,HUILA,GIGANTE,,,Domingo,06:15:00 PM,VEREDA LOS ALTARES,RURAL,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR MOTOCICLETA,A PIE,54,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,41306000,MOTOCICLETA,SUZUKI,AX 115,1998,AZUL,1
03/05/2017 12:00:00 AM,HUILA,HOBO,,,Domingo,06:30:00 PM,VEREDA ESTORACAL,RURAL,FINCAS Y SIMILARES,SIN EMPLEO DE ARMAS,CONDUCTOR MOTOCICLETA,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,41349000,MOTOCICLETA,SUZUKI,GN 125,2006,ROJO,1
03/05/2017 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),,,Domingo,04:45:00 AM,BELLO HORIZONTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR MOTOCICLETA,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,47001000,MOTOCICLETA,AUTECO,BOXER,2013,NEGRO,1
03/05/2017 12:00:00 AM,META,VILLAVICENCIO (CT),,,Domingo,05:25:00 AM,PORFIA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,PASAJERO MOTOCICLETA,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PUBLICO,-,SECUNDARIA,50001000,MOTOCICLETA,AUTECO,PULSAR 180,2017,AZUL,1
03/05/2017 12:00:00 AM,META,VILLAVICENCIO (CT),,,Domingo,04:15:00 PM,CIUDAD PORFIA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,CANDIDATOS,-,SECUNDARIA,50001000,MOTOCICLETA,YAMAHA,XTZ 125,2016,NEGRO,1
03/05/2017 12:00:00 AM,NARINO,EL ROSARIO,,,Domingo,12:00:00 PM,CGTO ESMERALDA,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,46,FEMENINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,52256000,MOTOCICLETA,YAMAHA,LINEA STANDARD,2007,AZUL,1
03/05/2017 12:00:00 AM,NARINO,PASTO (CT),,,Domingo,08:00:00 PM,VILLA RECREO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,52001000,MOTOCICLETA,HONDA,SPLENDOR,2011,AZUL,1
03/05/2017 12:00:00 AM,NARINO,PASTO (CT),,,Domingo,10:00:00 AM,ANGANOY,URBANA,VIAS PUBLICAS,CONTUNDENTES,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,-,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,52001000,MOTOCICLETA,AKT,AK 100,2007,VERDE,1
03/05/2017 12:00:00 AM,NARINO,PASTO (CT),,,Domingo,01:30:00 AM,AV. LAS AMERICAS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,52001000,MOTOCICLETA,SUZUKI,A 100,2007,AZUL,1
03/05/2017 12:00:00 AM,NORTE DE SANTANDER,CUCUTA (CT),,,Domingo,11:00:00 PM,URBANIZACION LOS ESTORAQUES,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,54001000,MOTOCICLETA,SUZUKI,A 100,2008,ROJO,1
03/05/2017 12:00:00 AM,RISARALDA,DOSQUEBRADAS,,,Domingo,11:00:00 PM,LA ESNEDA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,66170000,MOTOCICLETA,AKT,AK 125,2008,NEGRO,1
03/05/2017 12:00:00 AM,RISARALDA,SANTA ROSA DE CABAL,,,Domingo,12:00:00 AM,B. SAN EUGENIO,URBANA,SOBRE ANDEN - VIA PUBLICA,SIN EMPLEO DE ARMAS,CONDUCTOR MOTOCICLETA,A PIE,53,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,66682000,MOTOCICLETA,YAMAHA,DT,1996,NEGRO,1
03/05/2017 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),,,Domingo,03:15:00 PM,SAN ALONSO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,68001000,MOTOCICLETA,YAMAHA,BWS,2012,NEGRO,1
03/05/2017 12:00:00 AM,SANTANDER,FLORIDABLANCA,,,Domingo,06:30:00 AM,URB. MIRADORES DE LA FLORIDA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,CONDUCTOR MOTOCICLETA,A PIE,31,FEMENINO,DIVORCIADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,68276000,MOTOCICLETA,YAMAHA,BWS,2015,NEGRO,1
03/05/2017 12:00:00 AM,SANTANDER,PIEDECUESTA,,,Domingo,06:30:00 AM,SAN RAFAEL P/TA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,CONDUCTOR MOTOCICLETA,A PIE,53,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,68547000,MOTOCICLETA,YAMAHA,V 80,1999,ROJO - BLANCO,1
03/05/2017 12:00:00 AM,SANTANDER,PIEDECUESTA,,,Domingo,04:20:00 PM,VDA. EL BORE,RURAL,CARRETERA,SIN EMPLEO DE ARMAS,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,68547000,MOTOCICLETA,AUTECO,PULSAR 180,2015,NEGRO,1
03/05/2017 12:00:00 AM,SUCRE,SANTIAGO DE TOL?,,,Domingo,12:20:00 AM,VILLA NAZARET,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,TECNICO EN SISTEMAS,TECNICO,70820000,MOTOCICLETA,YAMAHA,LINEA STANDARD,2010,NEGRO,1
03/05/2017 12:00:00 AM,SUCRE,SINCELEJO (CT),,,Domingo,08:00:00 AM,TIERRA LINDA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,ARQUITECTO,SUPERIOR,70001000,MOTOCICLETA,AUTECO,LINEA STANDARD,2012,NEGRO,1
03/05/2017 12:00:00 AM,SUCRE,SINCELEJO (CT),,,Domingo,05:30:00 AM,VILLA  MADY,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,26,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,70001000,MOTOCICLETA,AUTECO,LINEA STANDARD,2013,NEGRO,1
03/05/2017 12:00:00 AM,TOLIMA,IBAGUE (CT),,,Domingo,12:50:00 PM,EL CARMEN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73001000,MOTOCICLETA,YAMAHA,RX 100,2004,AZUL,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,10:00:00 PM,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,76001000,MOTOCICLETA,YAMAHA,SZ RR,2016,AZUL,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,06:00:00 PM,SILOE E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,HONDA,ECO DELUXE,2014,BLANCO,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,11:00:00 PM,CGTO. LA SIRENA E19,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,HONDA,SPLENDOR,2007,AZUL,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,04:00:00 AM,VERSALLES E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,SUZUKI,VIVA 115,2015,NEGRO,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,07:00:00 AM,EL VERGEL E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,AUTECO,KYMCO,2013,BLANCO,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,08:30:00 AM,MARROQUIN I E14,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,AUTECO,PLATINO 100,2012,NEGRO GRAFITO,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,11:30:00 PM,MOJICA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,T 115,2014,BLANCO,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,11:40:00 AM,MANUELA BELTRAN E14,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,HONDA,ECO DELUXE,2012,NEGRO,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,05:40:00 PM,EUCARISTICO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,YD 110,2006,AZUL,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,02:45:00 AM,PRIMERO DE MAYO E17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR MOTOCICLETA,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,T 115,2016,BLANCO,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,03:15:00 AM,EL POBLADO II E13,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,SUZUKI,VIVA 115,2015,NEGRO,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,05:35:00 AM,ANGEL DEL HOGAR E7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,AUTECO,PULSAR,2015,NEGRO,1
03/05/2017 12:00:00 AM,VALLE,CALI (CT),,,Domingo,07:05:00 PM,EDUARDO SANTOS E12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,T 115,2013,BLANCO,1
03/05/2017 12:00:00 AM,VALLE,CANDELARIA,,,Domingo,02:15:00 PM,CGTO EL CARMELO,RURAL,BODEGAS Y SIMILARES,LLAVE MAESTRA,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76130000,MOTOCICLETA,YAMAHA,LIBERO,2001,AZUL,1
03/05/2017 12:00:00 AM,VALLE,CARTAGO,,,Domingo,06:30:00 AM,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76147000,MOTOCICLETA,YAMAHA,CRIPTON,2010,NEGRO,1
03/05/2017 12:00:00 AM,VALLE,FLORIDA,,,Domingo,05:00:00 AM,SAN JORGE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,CONDUCTOR MOTOCICLETA,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76275000,MOTOCICLETA,HONDA,C 90,1995,VERDE OSCURO,1
03/05/2017 12:00:00 AM,VALLE,PALMIRA,,,Domingo,08:40:00 PM,ZAMORANO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,32,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,76520000,MOTOCICLETA,SUZUKI,VIVA 115,2010,NEGRO,1
03/05/2017 12:00:00 AM,VALLE,TULUA,,,Domingo,03:00:00 AM,OASIS,RURAL,DISCOTECAS,ESCOPOLAMINA,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76834000,MOTOCICLETA,HONDA,C 100 BIZ,2002,AZUL,1
03/06/2017 12:00:00 AM,ANTIOQUIA,BELLO,,,Lunes,08:00:00 AM,LA CABA?ITA,URBANA,FRENTE A COLEGIO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5088000,MOTOCICLETA,YAMAHA,XTZ 125,2016,NEGRO,1
03/06/2017 12:00:00 AM,ANTIOQUIA,BELLO,,,Lunes,05:40:00 PM,ZAMORA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,5088000,MOTOCICLETA,AUTECO,LINEA STANDARD,2017,NEGRO,1
03/06/2017 12:00:00 AM,ANTIOQUIA,ENVIGADO,,,Lunes,09:20:00 PM,ALCALA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,22,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,SECUNDARIA,5266000,MOTOCICLETA,AUTECO,BOXER CT 100,2017,NEGRO,1
